Drug,Label,MolecularWeight,XLogP,HydrogenBondDonorCount,HydrogenBondAcceptorCount,PolarSurfaceArea,FormalCharge,NumRings,RotatableBondCount,Refractivity,LogpSolubility,Ro5,Ghose,Veber,ExAC_loss_frequency,target_betweenness,target_degree,number_targets,Blood,Skin,Brain,Testis,Adipose Tissue,Muscle,Nerve,Blood Vessel,Heart,Lung,Esophagus,Kidney,Thyroid,Pituitary,Uterus,Pancreas,VagiNaN,Stomach,AdreNaNl Gland,Colon,Prostate,Spleen,Liver,Fallopian Tube,Ovary,Breast,Bladder,Cervix Uteri,Small Intestine,Salivary Gland
Pheniramine,passed,240.1626487,2.980906239,0,2,16.13,0,2,5,76.0455,0.377,1,1,1,0.392156863,0,0,2,0.015715607,3.65049243,0.821691573,0.468008608,2.634119272,0.206760287,4.439896584,3.860967875,0.27770406,1.866600156,1.18233645,0.496618852,0.802930653,0.221367896,1.706133068,0.125068769,2.750898838,0.407100767,0.26927653,2.138170123,1.168346405,0.453772113,0.050176028,2.241176188,1.707205772,2.094831586,2.018864393,2.547428608,1.58886683,0.826448143
Phenobarbital,passed,232.0847923,1.406330128,2,3,75.27,0,2,2,59.7463,0.276,1,1,0,0.52991453,24492.45266,46,1,0.081337392,0.174910083,10,2.011312246,0.264109761,0.372751176,2.609943628,0.335683554,0.731963158,0.37938875,0.852344751,1.291790813,1.455012619,10,3.421093941,0.697217941,0.453325734,1.330839872,0.179359749,0.356377825,0.817102194,0.809225529,10,9.400044918,0.814338088,0.324704558,0.756506622,0.633507609,1.239488721,0.274607092
Phenoxybenzamine,passed,303.138992,4.639757059,0,2,12.47,0,2,8,88.915,0.0103,1,1,1,0.55625,1274114.411,614,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Phenprocoumon,passed,280.1099444,3.735323605,1,2,46.53,0,3,3,81.6436,0.0486,1,1,0,0.509803922,0,0,2,0.238178447,0.536906898,0.275855094,0.318254054,0.326446503,0.067416213,0.452121586,0.505916297,0.140974328,0.435193181,0.250698,0.357962996,0.315011755,0.53736043,0.389929056,0.391856015,0.355813235,0.293412387,0.28500919,0.290727928,0.282972574,0.368950993,0.988317043,0.426424518,0.430045933,0.356780618,0.478249341,0.500221908,0.492640465,0.357383668
Phentolamine,passed,281.1528122,2.515108176,2,4,47.86,0,3,4,84.2513,0.272,1,1,0,0.516666667,2815.517993,20,1,0.062373392,2.741013765,1.229638696,5.416719437,10,0.255605459,8.159985542,2.602161646,1.22844255,2.239341736,1.236774921,1.251607716,6.017980099,1.048812389,4.600313425,10,10,0.91357851,0.997452557,5.044525862,4.628032923,9.758530617,7.432229042,2.941900253,10,10,5.551623821,10,4.168484211,5.422550201
Phenylbutazone,passed,308.1524779,4.135797766,0,2,40.62,0,3,5,88.7583,0.144,1,1,0,0.470588235,8170.888632,30,0,6.102405071,10,0.820853233,3.31341362,10,1.292846322,9.139339447,10,7.168891907,10,10,0.89997071,5.239987373,3.136099219,10,0.938152671,9.173936844,10,2.49838376,10,10,5.680968046,1.632004023,10,10,10,10,10,10,6.198821068
Phenylephrine,passed,167.0946287,-0.070160723,3,3,52.49,0,1,3,47.2494,22,1,1,0,0.546511628,11762.58263,22,2,0,0.978405893,1.075728416,0.761629105,1.916011453,0.173607916,2.548811913,7.03880024,1.22844255,3.401805401,0.343037367,1.026302427,1.499414742,0.312252998,1.993112683,0.16825217,2.201523066,0.484036595,1.186374843,0.47661376,2.583077073,7.962255955,7.432229042,3.192496419,1.602347612,1.393755913,1.280347109,5.440880299,0.974303901,0.368365675
Phenytoin,passed,252.0898776,2.147920381,2,2,58.2,0,3,2,70.1823,0.0711,1,1,0,0.452054795,8902.616593,28,4,0.071714014,0.064219531,4.806203842,0.514466137,0.129683197,0.322331607,0.889758646,0.365260571,10,2.225162983,0.097945996,0.047628345,0.199620463,0.198032156,0.440079853,0.027336527,0.750107229,0.113658778,0.043610746,0.151147492,0.437374666,0.068283278,0.006281314,0.150463946,0.633529127,0.248194315,0.649750292,1.067426562,0.170568168,0.102510147
Phylloquinone,passed,450.3497807,9.696445808,0,2,34.14,0,2,14,142.9568,5.92E-05,0,0,0,0.484848485,35083.90774,20,0,1.587844968,5.009743452,3.465506315,3.788100958,4.943171024,3.208656549,4.785457373,3.783046007,3.196006298,7.563621998,4.059319019,6.356682301,7.208874464,5.472801685,5.465144396,5.756042957,5.302475929,4.906284809,6.416304111,4.074332476,5.636802673,4.07951498,10,5.316180944,5.202456474,5.411553621,5.572695255,6.248200417,4.265029907,6.128041267
Physostigmine,passed,275.1633769,2.232533073,1,3,44.81,0,3,2,78.3968,0.992,1,1,0,NaN,51784.02287,20,2,0.732271254,0.21135363,10,3.61620748,0.461096585,7.819921017,0.36488162,0.302383691,0.525769651,1.525265336,0.886162221,1.865379155,0.76601088,5.354573965,2.243912697,1.134945989,1.186487257,0.504009545,0.459137335,3.539183021,4.219288111,2.052807093,0.928801149,1.689638317,2.201324463,0.871683776,0.510498822,1.51731658,4.156428337,3.473966599
Pilocarpine,passed,208.1211778,0.949751419,0,2,44.12,0,2,3,56.5342,2.07,1,1,0,0.238410596,23664.94249,22,9,0.009068615,0.56154722,8.412851334,0.393198237,0.016020343,0,0.024624201,0.030865382,6.764817238,1.19683969,0.476170391,0.132184703,0.162137412,0.062270498,0.095536366,0.493829697,0.081816386,0.513489544,0.033154683,3.630660295,10,0.100604672,0.130754955,0.167142754,0.225144267,0.69010514,4.940295696,0.17120789,0.286769807,4.811089993
Pimozide,passed,461.227869,5.825713468,1,2,35.58,0,5,7,132.2078,0.00173,0,0,1,0.394230769,1274114.411,614,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Pindolol,passed,248.1524779,1.692981166,3,3,57.28,0,2,6,71.462,0.861,1,1,0,0.457627119,89139.86205,74,0,2.362123251,5.376092196,2.66193819,0.670101106,10,2.873353481,3.394628048,6.094659805,9.283231735,10,4.539180279,0.481972918,1.276782393,0.25021486,1.989638507,0.38595745,8.287089109,2.476612806,0.441770941,1.402355075,4.420117378,6.518067122,2.618736982,2.319842935,0.295605153,10,2.251211882,3.500741482,2.735410929,5.831739426
Pioglitazone,failed,356.1194632,3.3282487,1,4,68.29,0,3,7,97.3908,0.00442,1,1,0,0.447619048,75952.25624,146,1,0.854906142,4.442565918,0.94380492,3.318898916,10,1.059710979,6.174320459,1.886435509,3.378923893,7.83619976,1.744514108,4.523546934,7.770501375,0.199517854,3.20663619,0.666075349,3.555224061,6.381391048,1.50120014,10,2.505087972,5.545911312,2.257158637,3.099820614,6.883687496,10,10,4.945686817,4.521011353,2.260562897
Pipecuronium,passed,602.4771065,-5.276740569,0,4,59.08,2,6,6,193.0382,9.50E-05,0,0,0,0.238410596,23664.94249,22,0,0.066853531,0.011627498,0.26298669,0.393198237,0.016020343,0,0.017921715,0.030865382,6.764817238,0.491422206,0.476170391,0.132184703,0.162137412,0.189404316,0.095536366,0.493829697,0.081816386,0.513489544,0.150418796,3.630660295,6.240046263,0.100604672,0.130754955,0.167142754,0.225144267,0.031066973,4.940295696,0.17120789,0.286769807,0.45929876
Piperazine,passed,86.08439833,-0.72880683,2,2,24.06,0,1,0,25.4488,371,1,0,1,0.262295082,577.937674,12,0,0.005971289,0.188668944,10,1.450519264,0.101748757,0.033010438,0.38183555,0.136492714,0.338410676,0.273372769,0.376547217,1.024091125,1.71238023,10,0.483719796,0.635588765,0.285346791,1.074056029,0.36638771,0.237318389,0.481088549,0.191153616,0.113990936,0.432563707,0.43885693,0.167617947,0.612271845,0.348953694,0.135040238,0.180381015
Pipotiazine,passed,475.1963333,3.129613743,1,5,64.09,0,4,7,134.1231,0.0127,1,0,0,0.394230769,47272.59785,40,1,0.007850518,0.078439418,1.911266565,0.774569303,0.164166629,0.120648146,1.243043959,1.698105931,0.017448997,0.293754935,0.107775331,0.050590325,0.115311384,10,0.304680526,0.043005444,0.477318853,0.078410164,0.166386597,0.101115141,0.539827049,0.060554918,0.101497263,0.394031301,0.079501741,0.688240379,0.529358447,0.280257523,0.178321391,6.041281223
Pirbuterol,passed,240.1473925,-0.658308346,4,5,85.61,0,1,5,64.7447,6.22,1,0,0,0.457627119,89139.86205,74,1,2.362123251,5.376092196,2.66193819,0.497891709,10,2.873353481,3.394628048,1.309535742,9.283231735,10,4.539180279,0.481972918,1.276782393,0.25021486,1.989638507,0.38595745,8.287089109,2.476612806,0.441770941,1.402355075,4.420117378,6.518067122,2.618736982,2.319842935,0.295605153,10,2.251211882,3.500741482,2.735410929,5.831739426
Pirenzepine,passed,351.1695249,0.852451263,1,5,68.78,0,4,2,100.9257,0.682,1,1,0,NaN,1128.504699,12,0,0,0.56154722,8.412851334,0.096316528,0.011496504,0,0.024624201,0.010120378,0.026279107,1.19683969,0.070568055,0.068023879,0.089852415,0.016241701,0.041868212,0.067557536,0.014699453,0.323356718,0.033154683,0.334567934,10,0,0,0.06063487,0.007442935,0.69010514,0.026520329,0.07915511,0.221445233,4.811089993
Pitavastatin,passed,421.1689365,2.924036168,3,5,90.65,0,4,8,115.7392,0.00394,1,1,0,0.367346939,1690.254494,10,1,5.512534618,10,10,10,4.329241753,1.419259548,7.328582525,3.282855034,1.984687686,10,5.340079784,6.53853631,8.961287975,6.476886272,5.055175781,4.215137959,10,8.793976784,10,10,5.531991482,7.309770584,8.529820442,5.634627104,5.070178986,4.945702553,5.583544731,5.021118164,7.787988186,8.635258675
Plerixafor,passed,502.4471438,-0.433592071,6,8,78.66,0,3,4,155.0134,0.0472,0,0,0,0.298507463,49944.218,94,6,10,1.153875053,3.326608181,2.655068159,10,1.048747778,10,7.826868057,2.334466457,10,4.394064903,4.294054031,10,10,5.86134696,1.524336457,10,10,10,9.938330173,10,10,4.429150105,10,2.959439516,10,10,10,10,10
Podofilox,passed,414.1314677,1.622798269,1,7,92.68,0,5,4,103.905,0.114,1,1,0,0.857142857,863890.5709,2232,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Polythiazide,passed,438.9708803,1.104555814,2,5,109.57,0,2,5,90.5208,0.264,1,1,0,0.493055556,385.7404658,6,0,0.021612354,0,0.021860654,0.08122471,0,0,0.006232082,0,0,0.017903483,0.006859168,10,0.013247409,0.010290965,0.005947544,0.052796319,0.008191948,0.052583594,0,0.016006889,0.059804037,0.343191996,0.007297858,0.016510601,0.016462138,0.013034135,0.033092812,0.009007614,0.052552901,0.051783185
Pomalidomide,passed,273.0749559,-0.163218598,2,5,109.57,0,3,1,69.0252,2.57,1,1,0,0.470588235,93129.16903,156,0,2.924166203,0.774369746,0.810606956,0.154434115,0.691278219,0.043910556,0.378166795,1.614931226,0.26480037,7.62326622,0.998195589,0.698964268,0.580146432,1.238495708,0.404981658,0.115154065,0.874907792,0.828044534,0.690579623,2.244511008,6.805960655,4.69892478,0.492084429,2.856636405,0.385636955,0.7552751,4.424956799,0.423570395,1.378602266,1.415147543
PoNaNtinib,failed,532.2198441,4.965714124,1,5,65.77,0,5,7,152.6289,0.00295,0,0,0,0.539215686,1917483.805,804,14,10,10,10,10,10,9.213248253,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Practolol,passed,266.1630426,0.83192954,3,4,70.59,0,1,7,75.2385,0.49,1,1,0,0.457627119,7444.691403,28,0,0.061153572,0.048267597,2.66193819,0.497891709,1.27212739,0.050163522,0.086390488,0.048335738,9.283231735,7.986379623,0.743740559,0.365240887,0.402712882,0.079889987,0.054107428,0.38595745,0.091566753,0.385029972,0.066269875,0.861847639,2.3559618,0.924754381,0.086499315,0.075516263,0.042985387,0.614705503,0.578674674,0.044032782,1.357345104,0.15696682
Pradefovir Mesylate,failed,519.074433,1.810939065,1,6,114.38,0,4,6,104.0648,NaN,0,0,0,0.529411765,22319.62964,6,1,0.028274365,0.246138088,0.036475524,0.494325981,0.078548759,0.080485761,0.065665659,0.035742804,0.029390469,0.03974599,0.082645074,0.148682773,0.049896792,0.435832843,0.042193877,2.340440273,0.068324834,0.056712627,0.283339739,0.35964404,0.065475201,0.046985744,10,0.044641452,0.066351324,0.118966315,0.038244154,0.058201972,10,0.1378268
Pralatrexate,passed,477.1760669,0.325347193,5,11,207.3,0,3,10,126.8184,0.0178,0,1,0,0.703703704,4335.98972,28,6,4.467746258,10,3.355834007,10,2.649096251,1.587457299,2.554561973,2.701006889,1.443772435,4.940268517,4.988646984,6.843852758,4.103782654,3.765854359,2.751442552,3.056950331,6.516115427,3.616623163,4.0807724,10,5.004799843,10,2.531520724,2.244574368,3.067645073,4.033158541,3.341159821,3.672201633,9.63755703,7.718729019
Pralidoxime,passed,137.0714879,-3.257118933,1,2,36.47,1,1,1,40.3265,0.149,1,0,1,0.565445026,51784.02287,20,1,0.732271254,1.068140745,10,3.61620748,0.614776731,7.819921017,0.389408782,0.333128482,0.735573649,3.62605238,5.883807182,1.865379155,0.76601088,5.354573965,6.599007607,1.134945989,1.764389098,0.504009545,0.686827511,4.312083483,4.219288111,2.052807093,10,10,2.201324463,1.124231815,1.970343351,6.333235741,4.156428337,3.473966599
Pranlukast,passed,481.1750042,4.671582699,2,7,119.09,0,5,9,139.1495,0.003,1,0,0,0.5,475745.2086,452,2,10,10,2.841583252,5.321169615,10,5.88521719,10,9.238741875,4.283230782,10,9.626010895,6.112500429,10,4.404250383,10,5.339640617,10,8.456535339,8.926419258,10,10,10,4.856616974,10,10,10,10,10,10,10
Prasugrel,passed,373.1147924,4.307205803,0,3,46.61,0,4,6,96.8121,0.00237,1,1,0,NaN,0,2,32,0.26371929,0.073261101,5.043166161,0.07920089,1.27858448,0.035319552,3.01333046,0.309474528,0.149386644,0.820820391,0.277905881,0.077883292,0.221514143,0.134491742,0.143903151,0.086201422,0.248595715,0.173876137,0.370471373,0.415191814,0.250744998,1.334503233,0.10641443,0.357497752,0.115071617,0.616275966,0.608696401,0.345642537,0.88055706,0.333074093
Pravastatin,passed,424.2461035,1.64709162,4,6,124.29,0,2,11,113.5979,0.242,1,1,0,0.367346939,1690.254494,10,0,5.512534618,10,10,10,4.329241753,1.419259548,7.328582525,3.282855034,1.984687686,10,5.340079784,6.53853631,8.961287975,6.476886272,5.055175781,4.215137959,10,8.793976784,10,10,5.531991482,7.309770584,8.529820442,5.634627104,5.070178986,4.945702553,5.583544731,5.021118164,7.787988186,8.635258675
Prazosin,passed,383.1593542,1.650516463,1,7,106.95,0,4,4,104.4981,0.693,1,1,0,0.7,48947.977,22,2,0.510324657,0.978405893,5.897294044,10,1.916011453,0.173607916,2.548811913,7.03880024,10,3.401805401,4.427771568,4.847434282,1.499414742,10,10,0.717420101,2.201523066,2.797366619,1.186374843,7.741277933,6.674655676,7.962255955,7.432229042,5.589494944,2.130009413,1.393755913,5.346404076,5.440880299,2.836660385,0.368365675
Prednicarbate,passed,488.2410181,3.831875683,1,6,116.2,0,4,9,127.7954,0.00562,1,0,0,0.350282486,256392.7478,268,3,6.519165516,9.529127598,5.496713638,4.095000267,10,10,10,9.420459747,4.368388176,9.541958809,6.618411541,2.70279932,8.644962311,8.877725124,6.923449516,2.976455688,7.945681095,4.709535599,3.025994658,3.700628638,6.544697762,5.595084667,4.75985527,6.586448193,5.095907211,10,6.734411716,7.282115936,5.538618088,5.745376587
Prednisolone,failed,360.193674,1.272989924,3,5,94.83,0,4,2,98.4933,0.239,1,1,0,0.350282486,256392.7478,268,1,6.519165516,9.529127598,5.496713638,4.095000267,10,10,10,9.420459747,4.368388176,9.541958809,6.618411541,2.70279932,8.644962311,8.877725124,6.923449516,2.976455688,7.945681095,4.709535599,3.025994658,3.700628638,6.544697762,5.595084667,4.75985527,6.586448193,5.095907211,10,6.734411716,7.282115936,5.538618088,5.745376587
Prednisone,failed,358.1780239,1.658504178,2,5,91.67,0,4,2,97.5681,0.111,1,1,0,0.444444444,256392.7478,268,2,6.519165516,10,5.496713638,4.301594973,10,10,10,9.420459747,4.368388176,10,6.618411541,2.70279932,8.644962311,8.877725124,6.923449516,2.976455688,7.945681095,4.709535599,3.800735474,3.700628638,10,5.595084667,10,6.586448193,10,10,6.734411716,7.282115936,5.538618088,5.745376587
Prilocaine,passed,220.1575633,2.680922716,2,2,41.13,0,1,5,67.863,0.326,1,1,0,0.452054795,8902.616593,28,1,0.071714014,0.064219531,0.189979568,0.349734992,0.129683197,0.322331607,0.889758646,0.365260571,10,0.082691669,0.097945996,0.047628345,0.199620463,0.198032156,0.440079853,0.027336527,0.750107229,0.113658778,0.043610746,0.151147492,0.437374666,0.068283278,0.006281314,0.150463946,0.633529127,0.248194315,0.649750292,1.067426562,0.170568168,0.102510147
Primaquine,passed,259.1684623,1.642920959,2,4,60.17,0,2,6,78.5149,0.0564,1,1,0,0.552380952,1463.521148,10,2,10,10,9.414571762,8.078811646,10,10,9.694120407,10,10,10,9.362606049,10,10,8.231127262,8.980069637,10,9.625345707,10,10,5.862880707,10,10,10,10,10,10,10,10,9.933813095,10
Primidone,passed,218.1055277,1.118298853,2,2,58.2,0,2,2,59.0376,1.04,1,1,0,0.52991453,24492.45266,46,3,0.081337392,10,10,5.317652941,10,0.953707159,10,8.739851952,7.61603117,10,8.169617653,4.782308102,10,10,10,7.055880547,10,2.439117908,3.30552125,7.014136076,10,9.464316368,10,9.870306969,6.177269936,10,10,10,10,10
Probenecid,passed,285.1034788,2.442872324,1,4,74.68,0,1,6,73.8107,0.425,1,1,0,0.486725664,22304,6,1,1.277273655,10,2.695212841,7.775619984,5.093015194,6.412301064,5.98463726,6.881527901,4.051781178,6.753753185,4.100859642,10,4.928318501,4.210280895,5.022677183,2.390827656,4.963689566,3.907590389,4.458182096,3.98816359,3.856258392,2.9144454,3.890220761,4.918719292,3.888328314,4.326946735,5.1052742,4.47301054,4.16469574,4.829577923
Probucol,passed,516.3095722,10.56952417,2,2,40.46,0,2,8,159.259,4.18E-05,0,0,0,0.472727273,162414.1504,80,3,5.007407188,8.305776596,2.064201117,2.852449417,10,3.591232061,10,10,7.023053169,10,10,1.728865206,4.797608614,1.46341908,10,1.886280537,6.670104027,3.477320433,10,10,10,10,10,10,10,10,10,8.936152458,5.718935966,9.282851219
ProcaiNaNmide,passed,235.1684623,0.950896654,2,3,58.36,0,1,6,72.2498,3.02,1,1,0,0.452054795,48415.7151,264,8,4.22853756,9.82958746,5.707178116,10,8.22192955,2.436318636,10,6.101765633,10,10,7.341392517,4.489282131,8.737121105,10,10,3.06132412,9.82686758,7.116370678,6.53763938,8.300331593,8.900248528,10,3.780453324,10,8.315011978,10,9.231064796,10,10,7.808824539
Procaterol,passed,290.1630426,0.884129478,4,4,81.59,0,2,5,84.5808,0.329,1,1,0,0.359649123,89139.86205,74,0,2.362123251,5.376092196,0.941243947,0.346510902,10,2.873353481,3.394628048,1.309535742,2.781012058,10,4.539180279,0.481972918,1.276782393,0.25021486,1.989638507,0.37141639,8.287089109,2.476612806,0.441770941,1.402355075,4.420117378,6.518067122,2.618736982,2.319842935,0.295605153,10,2.251211882,3.500741482,2.735410929,5.831739426
Prochlorperazine,passed,373.1379462,4.382119821,0,3,9.72,0,4,4,109.8064,0.011,1,1,1,0.394230769,39011.46581,40,1,0.007850518,0.067573931,0.828758955,0.774569303,0.092959851,0.120648146,1.243043959,0.056307014,0.017448997,0.036263946,0.107775331,0.045956014,0.023290447,10,0.304680526,0.043005444,0.258125238,0.038619764,0.056782762,0.101115141,0.390641883,0.013159642,0.0053665,0.249922402,0.076274909,0.688240379,0.085495941,0.191675231,0.111094236,6.041281223
Procyclidine,passed,287.2249146,3.788116829,1,2,23.47,0,3,5,88.6042,0.00984,1,1,1,0.271028037,23664.94249,22,2,0.061775491,0.56154722,8.412851334,5.980387688,0.093590349,0.018341901,0.07676506,0.081256516,6.764817238,1.19683969,0.476170391,0.132184703,0.162137412,1.146733701,0.109509081,0.493829697,0.081816386,0.513489544,0.064388951,3.630660295,10,4.869907141,0.130754955,0.167142754,0.225144267,0.69010514,4.940295696,0.17120789,2.165588617,4.811089993
Proflavine,passed,209.0952974,1.848375646,2,3,64.93,0,3,0,65.4583,0.104,1,1,0,0.425,107372.099,102,0,0.024958808,0.012721475,0.081782609,0.647677392,0.013637803,0,0.013692165,0.118668281,0.028373627,0,0.058408707,0.082165267,0.004116542,0.078181285,0.04873487,0.023250744,0.04590847,0.160794795,0.021115854,0.090677246,0.100363117,0.045316812,10,0.061023325,0.054617453,0.020174173,0.078148,0.045172289,0.034783196,0.019617708
Progesterone,passed,314.2245802,4.148604401,0,2,34.14,0,4,1,92.7053,0.00546,1,1,1,0.591111111,1307522.364,656,3,0.191786319,0.690925747,3.778188467,8.106690884,2.979484797,1.712464213,3.256078482,4.112647057,2.339557648,3.005712032,1.508669376,4.963463783,7.880338192,4.620756865,10,1.896831512,10,3.021050453,10,7.902982712,2.13158083,1.555290759,1.937414885,10,6.273174286,3.944009781,4.57027483,10,4.008768559,3.210373163
Proguanil,passed,253.1094232,1.88743018,3,5,88.79,0,1,2,71.0676,0.286,1,1,0,0.703703704,4335.98972,28,1,1.266047835,1.496743977,3.266576052,3.81170404,2.649096251,1.587457299,1.888620436,1.365638852,1.028479934,1.637641788,1.836351633,2.073575258,1.807750463,2.591917396,1.58808732,0.375256568,1.832720935,1.207693338,1.735176623,2.886887193,1.913192034,2.694584131,2.531520724,1.608705282,1.477453232,2.097003579,2.46968627,1.486226797,3.019788265,1.580340266
Promazine,passed,284.1347193,3.930955566,0,2,6.48,0,3,4,88.9515,0.0207,1,1,1,0.557692308,47272.59785,40,2,0.123829909,3.65049243,8.412851334,5.980387688,2.634119272,0.260586411,4.439896584,7.03880024,6.764817238,3.401805401,1.18233645,1.026302427,1.499414742,10,1.993112683,0.574260592,2.750898838,0.513489544,1.186374843,3.630660295,10,7.962255955,7.432229042,3.192496419,2.308261633,2.094831586,4.940295696,5.440880299,2.165588617,6.041281223
Promethazine,passed,284.1347193,4.287570852,0,2,6.48,0,3,3,88.5049,0.0245,1,1,1,0.495495495,1274114.411,614,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Propafenone,passed,341.1990937,3.536722546,2,4,58.56,0,2,11,100.2064,0.00758,1,1,0,0.452054795,48947.977,28,0,0.510324657,0.064219531,5.897294044,10,0.129683197,0.322331607,1.126222193,0.365260571,10,1.028129816,4.427771568,0.476028413,0.199620463,10,10,0.717420101,1.453016996,2.797366619,0.878675491,7.741277933,6.674655676,1.461214483,0.059071295,5.589494944,2.130009413,0.248194315,5.346404076,1.860502481,2.836660385,0.285268903
Propantheline,passed,368.2225688,0.363793644,0,1,35.53,1,3,7,119.2545,7.22E-05,1,1,1,NaN,1128.504699,12,9,0,0.56154722,8.412851334,0.096316528,0.011496504,0,0.024624201,0.010120378,0.026279107,1.19683969,0.070568055,0.068023879,0.089852415,0.016241701,0.041868212,0.067557536,0.014699453,0.323356718,0.033154683,0.334567934,10,0,0,0.06063487,0.007442935,0.69010514,0.026520329,0.07915511,0.221445233,4.811089993
Proparacaine,passed,294.1943427,2.601716342,1,4,64.79,0,1,10,86.0358,1.39,1,1,0,0.544354839,311.9238613,4,14,0,0,0,0.190577067,0,0,0,0.007819257,0.046489272,0,0,0,0,0,0,0,0,0,0,0,0,0.007205453,0,0,0,0,0,0.009817842,0,0
Propericiazine,passed,365.1561831,3.105111347,1,4,50.5,0,4,4,108.3974,0.059,1,1,0,0.516666667,47272.59785,26,1,0.062373392,2.741013765,1.911266565,5.416719437,10,0.255605459,8.159985542,7.03880024,0.782674491,3.401805401,1.236774921,1.251607716,6.017980099,1.048812389,4.600313425,10,10,0.91357851,1.186374843,5.044525862,4.628032923,9.758530617,4.974178076,3.192496419,10,10,5.551623821,10,4.168484211,5.422550201
Propiomazine,passed,340.1609341,4.545754217,0,3,23.55,0,3,5,103.5346,0.00703,1,1,1,0.557692308,47272.59785,40,0,0.123829909,3.65049243,8.412851334,5.980387688,2.634119272,0.260586411,4.439896584,7.03880024,6.764817238,3.401805401,1.18233645,1.026302427,1.499414742,10,1.993112683,0.574260592,2.750898838,0.513489544,1.186374843,3.630660295,10,7.962255955,7.432229042,3.192496419,2.308261633,2.094831586,4.940295696,5.440880299,2.165588617,6.041281223
Propylhexedrine,passed,155.1673997,2.704594756,1,1,12.03,0,1,3,49.5352,0.0904,1,0,1,0.556390977,485.1571996,14,0,1.305498481,3.052100062,3.157995462,1.757405221,3.386632442,1.550373554,3.515752673,2.809069872,1.551374435,5.412709236,3.591173649,2.293737411,1.921528518,2.256370544,3.461298704,3.911991835,10,5.469656944,2.005632758,3.836916924,4.738250971,1.425735116,3.467369676,3.265321732,6.351439953,2.6016711,3.878075361,6.274841785,4.971491814,2.866327763
Propylthiouracil,passed,170.0513836,1.203742354,2,1,41.13,0,1,2,48.9043,0.466,1,1,0,0.425396825,0,4,1,0.080153868,0.177990943,0.089438379,0.707933813,3.517184734,0.968002439,2.235240817,0.47396028,1.267689586,0.148377493,1.248905778,0.012578012,10,0.219574057,0.055065317,0.190251529,0.129685879,0.571003497,0.0260136,0.95713526,0.135282718,9.698541164,0.014490776,0.263391957,0.042898271,2.287014723,0.388682067,0.019518496,1.255654216,1.111593723
Protriptyline,passed,263.1673997,4.496811469,1,1,12.03,0,3,4,87.3034,0.000231,1,1,1,0.431952663,777.3190049,8,0,0.084211901,0.103767857,0.067612879,2.973424554,0.26832509,0.033454031,0.286698222,0.062439412,0.042957168,10,0.184468821,0.110948335,0.129352517,0.056317365,0.189510755,0.118998997,0.151783697,0.037012603,0.119057722,0.116031751,0.079251256,0.107961647,0.022387558,0.149731591,0.037824892,0.355366111,0.108225472,0.103928745,1.802167773,0.104218438
Pseudoephedrine,passed,165.1153641,1.317834728,2,2,32.26,0,1,3,49.6873,8.26,1,1,1,0.516666667,89139.86205,74,1,2.362123251,5.376092196,2.66193819,5.416719437,10,2.873353481,8.159985542,2.602161646,9.283231735,10,4.539180279,1.251607716,6.017980099,1.048812389,4.600313425,10,10,2.476612806,0.997452557,5.044525862,4.628032923,9.758530617,7.432229042,2.941900253,10,10,5.551623821,10,4.168484211,5.831739426
Pyridostigmine,passed,181.0977027,-3.466727399,0,1,33.42,1,1,2,49.659,1.04,1,0,1,0.565445026,51784.02287,20,1,0.732271254,1.068140745,10,3.61620748,0.614776731,7.819921017,0.389408782,0.333128482,0.735573649,3.62605238,5.883807182,1.865379155,0.76601088,5.354573965,6.599007607,1.134945989,1.764389098,0.504009545,0.686827511,4.312083483,4.219288111,2.052807093,10,10,2.201324463,1.124231815,1.970343351,6.333235741,4.156428337,3.473966599
Pyrimethamine,passed,248.0828741,2.748303154,2,4,77.82,0,2,2,71.542,0.179,1,1,0,0.703703704,4335.98972,28,2,1.266047835,1.496743977,3.266576052,3.81170404,2.649096251,1.587457299,1.888620436,1.365638852,1.028479934,1.637641788,1.836351633,2.073575258,1.807750463,2.591917396,1.58808732,0.375256568,1.832720935,1.207693338,1.735176623,2.886887193,1.913192034,2.694584131,2.531520724,1.608705282,1.477453232,2.097003579,2.46968627,1.486226797,3.019788265,1.580340266
Quetiapine,passed,383.1667477,2.807942516,1,5,48.3,0,4,5,114.0854,0.0403,1,1,0,0.557692308,47272.59785,40,3,0.123829909,3.65049243,8.412851334,5.980387688,10,2.284672499,8.159985542,10,6.764817238,3.401805401,1.746618748,10,6.017980099,10,10,10,10,1.237327576,1.4302212,5.044525862,10,10,7.432229042,10,10,10,5.551623821,10,4.168484211,6.041281223
